"MS2/Extra Alpha pre3.0.3x 20101029 14:11BST(c)KC/JSM/JBMS2"
Time	SecL	RPM	MAP	TP	AFR	MAT	CLT	Engine	Gego	Gair	Gwarm	Gbaro	Gammae	TPSacc	Gve	PW	DutyCycle1	Gve2	PW2	DutyCycle2	SparkAdv	knockRet	ColdAdv	Dwell	tpsDOT	mapDOT	IACstep	Batt V	deltaT	WallFuel1	WallFuel2	EAE1 %	EAE2 %	Load	Secondary Load	Ign load	Secondary Ign Load	EAE Load	AFR Load	EGT 6 temp	EGT 7 temp	gpioadc0	gpioadc1	gpioadc2	gpioadc3	status1	status2	status3	status4	status5	timing err%	AFR Target 1	Boost Duty	PWM Idle Duty	Lost sync count	Lost sync reason	InjTiming1	InjTiming2	PW3	PW4	VE Trim 1	VE Trim 2	VE Trim 3	VE Trim 4	RPMdot
22.297	141	0	99.0	-2	14.60	73.6	95.6	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.6	-781.0	130	11.9	0	0	0	0	0	99.0	0.0	99.0	0.0	99.0	99.0	1739	1560	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
22.363	141	0	99.0	-2	14.60	73.6	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.6	0.0	130	11.9	0	0	0	0	0	99.0	0.0	99.0	0.0	99.0	99.0	1731	1541	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
22.434	141	0	99.1	-2	14.60	73.7	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-29.6	-781.0	130	11.9	0	0	0	0	0	99.3	0.0	99.3	0.0	99.3	99.3	1744	1546	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
22.504	141	0	99.1	-2	14.60	73.7	95.8	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.8	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1741	1552	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
22.572	141	0	99.1	-2	14.60	73.8	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	9.8	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1731	1553	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
22.639	141	0	99.1	-2	14.60	73.8	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.6	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1744	1545	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
22.705	141	0	99.2	-2	14.60	73.7	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	28.9	390.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1724	1564	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
22.784	141	0	99.1	-2	14.60	73.6	95.6	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.8	390.0	130	11.9	0	0	0	0	0	99.0	0.0	99.0	0.0	99.0	99.0	1731	1555	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
22.846	141	0	99.1	-1	14.60	73.5	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	19.7	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1725	1543	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
22.908	141	0	99.2	-1	14.60	73.7	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	19.2	-781.0	130	11.9	0	0	0	0	0	99.2	0.0	99.2	0.0	99.2	99.2	1713	1543	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
22.973	142	0	99.0	-1	14.60	73.8	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	19.2	-781.0	130	11.9	0	0	0	0	0	99.0	0.0	99.0	0.0	99.0	99.0	1725	1545	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
23.038	142	0	99.2	-1	14.60	73.8	95.4	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	29.6	781.0	130	11.9	0	0	0	0	0	99.2	0.0	99.2	0.0	99.2	99.2	1717	1546	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
23.101	142	0	99.1	-2	14.60	73.7	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.6	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1729	1555	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
23.164	142	0	99.1	-2	14.60	73.4	95.6	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	0.0	-781.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1731	1562	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
23.230	142	0	99.1	-1	14.60	73.5	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	29.6	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1732	1560	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
23.295	142	0	99.0	-2	14.60	73.5	95.8	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.7	0.0	130	11.9	0	0	0	0	0	99.0	0.0	99.0	0.0	99.0	99.0	1739	1545	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
23.361	142	0	99.2	-1	14.60	73.6	95.6	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	39.5	0.0	130	11.9	0	0	0	0	0	99.2	0.0	99.2	0.0	99.2	99.2	1722	1552	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
23.430	142	0	99.2	-2	14.60	73.7	95.6	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.6	0.0	130	11.9	0	0	0	0	0	99.2	0.0	99.2	0.0	99.2	99.2	1744	1546	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
23.494	142	0	99.0	-1	14.60	73.7	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	39.0	-781.0	130	11.9	0	0	0	0	0	99.0	0.0	99.0	0.0	99.0	99.0	1729	1548	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
23.557	142	0	99.1	-1	14.60	73.7	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	28.9	-390.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1731	1553	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
23.622	142	0	99.1	-2	14.60	73.5	95.6	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-19.2	-390.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1739	1553	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
23.688	142	0	99.2	-1	14.60	73.5	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	29.2	781.0	130	11.9	0	0	0	0	0	99.2	0.0	99.2	0.0	99.2	99.2	1724	1559	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
23.754	142	0	99.1	-2	14.60	73.8	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-19.5	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1744	1545	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
23.817	142	0	99.2	-2	14.60	73.8	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-29.2	390.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1744	1557	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
23.887	142	0	99.0	-2	14.60	73.8	95.6	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	9.7	0.0	130	11.9	0	0	0	0	0	99.0	0.0	99.0	0.0	99.0	99.0	1707	1560	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
23.956	142	0	99.2	-2	14.60	73.7	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	0.0	-781.0	130	11.9	0	0	0	0	0	99.2	0.0	99.2	0.0	99.2	99.2	1732	1555	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
24.018	143	0	99.1	-1	14.60	73.5	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	29.2	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1731	1548	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
24.081	143	0	99.1	-2	14.60	73.5	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-29.2	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1741	1550	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
24.144	143	0	99.3	-2	14.60	73.7	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.7	1562.0	130	11.9	0	0	0	0	0	99.3	0.0	99.3	0.0	99.3	99.3	1725	1548	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
24.207	143	0	99.1	-2	14.60	73.7	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	0.0	-390.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1731	1545	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
24.272	143	0	99.1	-2	14.60	73.7	95.6	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	0.0	-781.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1738	1550	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
24.350	143	0	99.0	-2	14.60	73.7	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	19.7	0.0	130	11.9	0	0	0	0	0	99.0	0.0	99.0	0.0	99.0	99.0	1713	1545	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
24.449	143	0	99.0	-1	14.60	73.5	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	19.7	0.0	130	11.9	0	0	0	0	0	99.0	0.0	99.0	0.0	99.0	99.0	1725	1540	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
24.498	143	0	99.1	-2	14.60	73.6	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.6	0.0	130	12.0	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1743	1545	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
24.566	143	0	99.1	-1	14.60	73.6	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	9.6	0.0	130	12.0	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1729	1546	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
24.615	143	0	99.1	-2	14.60	73.7	95.8	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	29.6	-781.0	130	12.0	0	0	0	0	0	99.2	0.0	99.2	0.0	99.2	99.2	1727	1546	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
24.680	143	0	99.1	-1	14.60	73.7	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	28.9	0.0	130	12.0	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1724	1548	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
24.736	143	0	99.1	-2	14.60	73.8	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.8	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1736	1545	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
24.790	143	0	99.1	-2	14.60	73.7	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.8	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1743	1545	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
24.856	143	0	99.2	-2	14.60	73.5	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.6	390.0	130	11.9	0	0	0	0	0	99.2	0.0	99.2	0.0	99.2	99.2	1744	1553	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
24.930	143	0	99.2	-2	14.60	73.5	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.6	390.0	130	11.9	0	0	0	0	0	99.2	0.0	99.2	0.0	99.2	99.2	1739	1567	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
24.986	144	0	99.1	-2	14.60	73.6	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.8	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1751	1550	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
25.047	144	0	99.0	-1	14.60	73.6	95.8	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	9.6	0.0	130	11.9	0	0	0	0	0	99.0	0.0	99.0	0.0	99.0	99.0	1720	1550	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
25.108	144	0	99.2	-1	14.60	73.7	95.6	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	29.6	781.0	130	11.9	0	0	0	0	0	99.2	0.0	99.2	0.0	99.2	99.2	1724	1550	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
25.175	144	0	99.2	-2	14.60	73.8	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.8	-781.0	130	11.9	0	0	0	0	0	99.2	0.0	99.2	0.0	99.2	99.2	1751	1552	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
25.239	144	0	99.1	-1	14.60	73.6	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	28.9	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1729	1548	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
25.303	144	0	99.1	-2	14.60	73.5	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-19.2	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1746	1553	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
25.372	144	0	99.2	-1	14.60	73.5	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	9.8	781.0	130	11.9	0	0	0	0	0	99.2	0.0	99.2	0.0	99.2	99.2	1717	1533	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
25.440	144	0	99.3	-1	14.60	73.6	95.8	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	28.9	0.0	130	11.9	0	0	0	0	0	99.3	0.0	99.3	0.0	99.3	99.3	1720	1543	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
25.506	144	0	99.1	-2	14.60	73.8	95.6	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-19.5	-781.0	130	11.9	0	0	0	0	0	99.2	0.0	99.2	0.0	99.2	99.2	1755	1557	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
25.569	144	0	99.1	-1	14.60	73.8	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	29.6	-390.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1717	1552	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
25.633	144	0	99.1	-2	14.60	73.6	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-19.5	-781.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1738	1559	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
25.699	144	0	99.1	-1	14.60	73.5	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	19.5	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1722	1553	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
25.766	144	0	99.1	-1	14.60	73.5	95.6	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	29.2	0.0	130	12.0	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1725	1543	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
25.830	144	0	99.1	-2	14.60	73.5	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.7	0.0	130	12.0	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1750	1550	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
25.895	144	0	99.2	-1	14.60	73.7	95.8	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	29.2	390.0	130	11.9	0	0	0	0	0	99.2	0.0	99.2	0.0	99.2	99.2	1710	1541	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
25.959	144	0	99.2	-2	14.60	73.7	95.6	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-19.5	390.0	130	11.9	0	0	0	0	0	99.2	0.0	99.2	0.0	99.2	99.2	1743	1541	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
26.024	145	0	98.9	-1	14.60	73.7	95.6	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	19.5	0.0	130	11.9	0	0	0	0	0	98.9	0.0	98.9	0.0	98.9	98.9	1727	1555	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
26.089	145	0	99.0	-1	14.60	73.6	95.6	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	29.2	-781.0	130	11.9	0	0	0	0	0	99.0	0.0	99.0	0.0	99.0	99.0	1720	1553	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
26.158	145	0	99.1	-2	14.60	73.5	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.7	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1753	1553	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
26.230	145	0	99.1	-2	14.60	73.5	95.7	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.8	-390.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1741	1548	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
26.292	145	0	99.1	-2	14.60	73.6	95.8	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.6	-781.0	130	11.9	0	0	0	0	0	99.2	0.0	99.2	0.0	99.2	99.2	1729	1540	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
26.357	145	0	99.2	-1	14.60	73.7	95.6	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	9.8	390.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1722	1550	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
26.422	145	0	99.1	-2	14.60	73.7	95.5	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-9.8	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1744	1552	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
26.486	145	0	99.1	-2	14.60	73.6	95.6	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-19.2	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1744	1553	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
26.551	145	0	99.0	-1	14.60	73.5	95.6	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	29.6	-390.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1729	1557	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
26.618	145	0	99.1	-2	14.60	73.5	95.6	0	100	100	100	101	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.06	-19.7	0.0	130	11.9	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	1738	1550	0	0	0	0	0	0	0	0	0	0.0	14.7	0	50.8	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
