//------------------------------------------------------------------------------
//--  Generated by TunerStudio 
//--  Date: 2-31-2010
//--  Time: 18:22
//--  This file merely records what was sent to your Controller,        
//--  and may be deleted at any time.                                                    
//--  Selected type: Air Temperature Sensor 
//------------------------------------------------------------------------------

//-- generated using refTable Generator:thermGenerator
//-- Table Identifier:001//--    Generated by ThermTableGenerator using user input values. 
//--    Bias Resistor value: 2490 Ohms
//--    Temperature1: -40(F), 	Resistance 1: 100700 Ohms 
//--    Temperature2: 86(F), 	Resistance 2: 2238 Ohms 
//--    Temperature3: 210(F), 	Resistance 3: 177 Ohms 
//-- 

//----------------------------------------------------------//
ADC 	Value 	MSVal 	volts
314	116.32	1163 	1.533
315	116.11	1161 	1.538
316	115.90	1159 	1.543
317	115.70	1157 	1.548
318	115.50	1155 	1.553
319	115.29	1153 	1.558
320	115.09	1151 	1.563
321	114.88	1149 	1.567
322	114.68	1147 	1.572
323	114.48	1145 	1.577
324	114.28	1143 	1.582
325	114.08	1141 	1.587
326	113.88	1139 	1.592
327	113.68	1137 	1.597
328	113.48	1135 	1.602
329	113.28	1133 	1.606
330	113.08	1131 	1.611
331	112.88	1129 	1.616
332	112.68	1127 	1.621
333	112.48	1125 	1.626
334	112.29	1123 	1.631
335	112.09	1121 	1.636
336	111.89	1119 	1.641
337	111.70	1117 	1.646
338	111.50	1115 	1.650
339	111.31	1113 	1.655
340	111.11	1111 	1.660
341	110.92	1109 	1.665
342	110.72	1107 	1.670
343	110.53	1105 	1.675
344	110.34	1103 	1.680
345	110.14	1101 	1.685
346	109.95	1100 	1.689
347	109.76	1098 	1.694
348	109.57	1096 	1.699
349	109.38	1094 	1.704
350	109.19	1092 	1.709
351	109.00	1090 	1.714
352	108.81	1088 	1.719
353	108.62	1086 	1.724
354	108.43	1084 	1.729
355	108.24	1082 	1.733
356	108.05	1080 	1.738
357	107.86	1079 	1.743
358	107.67	1077 	1.748
359	107.48	1075 	1.753
360	107.30	1073 	1.758
361	107.11	1071 	1.763
362	106.92	1069 	1.768
363	106.74	1067 	1.772
364	106.55	1066 	1.777
365	106.37	1064 	1.782
366	106.18	1062 	1.787
367	106.00	1060 	1.792
368	105.81	1058 	1.797
369	105.63	1056 	1.802
370	105.44	1054 	1.807
371	105.26	1053 	1.812
372	105.08	1051 	1.816
373	104.89	1049 	1.821
374	104.71	1047 	1.826
375	104.53	1045 	1.831
376	104.35	1043 	1.836
377	104.16	1042 	1.841
378	103.98	1040 	1.846
379	103.80	1038 	1.851
380	103.62	1036 	1.855
381	103.44	1034 	1.860
382	103.26	1033 	1.865
383	103.08	1031 	1.870
384	102.90	1029 	1.875
385	102.72	1027 	1.880
386	102.54	1025 	1.885
387	102.36	1024 	1.890
388	102.18	1022 	1.895
389	102.00	1020 	1.899
390	101.83	1018 	1.904
391	101.65	1016 	1.909
392	101.47	1015 	1.914
393	101.29	1013 	1.919
394	101.12	1011 	1.924
395	100.94	1009 	1.929
396	100.76	1008 	1.934
397	100.59	1006 	1.938
398	100.41	1004 	1.943
399	100.24	1002 	1.948
400	100.06	1001 	1.953
401	99.89	999 	1.958
402	99.71	997 	1.963
403	99.54	995 	1.968
404	99.36	994 	1.973
405	99.19	992 	1.978
406	99.01	990 	1.982
407	98.84	988 	1.987
408	98.67	987 	1.992
409	98.49	985 	1.997
410	98.32	983 	2.002
411	98.15	981 	2.007
412	97.97	980 	2.012
413	97.80	978 	2.017
414	97.63	976 	2.021
415	97.46	975 	2.026
416	97.29	973 	2.031
417	97.11	971 	2.036
418	96.94	969 	2.041
419	96.77	968 	2.046
420	96.60	966 	2.051
421	96.43	964 	2.056
422	96.26	963 	2.061
423	96.09	961 	2.065
424	95.92	959 	2.070
425	95.75	958 	2.075
426	95.58	956 	2.080
427	95.41	954 	2.085
428	95.24	952 	2.090
429	95.07	951 	2.095
430	94.90	949 	2.100
431	94.74	947 	2.104
432	94.57	946 	2.109
433	94.40	944 	2.114
434	94.23	942 	2.119
435	94.06	941 	2.124
436	93.90	939 	2.129
437	93.73	937 	2.134
438	93.56	936 	2.139
439	93.39	934 	2.144
440	93.23	932 	2.148
441	93.06	931 	2.153
442	92.89	929 	2.158
443	92.73	927 	2.163
444	92.56	926 	2.168
445	92.40	924 	2.173
446	92.23	922 	2.178
447	92.06	921 	2.183
448	91.90	919 	2.188
449	91.73	917 	2.192
450	91.57	916 	2.197
451	91.40	914 	2.202
452	91.24	912 	2.207
453	91.07	911 	2.212
454	90.91	909 	2.217
455	90.74	907 	2.222
456	90.58	906 	2.227
457	90.42	904 	2.231
458	90.25	903 	2.236
459	90.09	901 	2.241
460	89.92	899 	2.246
461	89.76	898 	2.251
462	89.60	896 	2.256
463	89.43	894 	2.261
464	89.27	893 	2.266
465	89.11	891 	2.271
466	88.95	889 	2.275
467	88.78	888 	2.280
468	88.62	886 	2.285
469	88.46	885 	2.290
470	88.30	883 	2.295
471	88.13	881 	2.300
472	87.97	880 	2.305
473	87.81	878 	2.310
474	87.65	876 	2.314
475	87.49	875 	2.319
476	87.33	873 	2.324
477	87.16	872 	2.329
478	87.00	870 	2.334
479	86.84	868 	2.339
480	86.68	867 	2.344
481	86.52	865 	2.349
482	86.36	864 	2.354
483	86.20	862 	2.358
484	86.04	860 	2.363
485	85.88	859 	2.368
486	85.72	857 	2.373
487	85.56	856 	2.378
488	85.40	854 	2.383
489	85.24	852 	2.388
490	85.08	851 	2.393
491	84.92	849 	2.397
492	84.76	848 	2.402
493	84.60	846 	2.407
494	84.44	844 	2.412
495	84.28	843 	2.417
496	84.12	841 	2.422
497	83.96	840 	2.427
498	83.80	838 	2.432
499	83.64	836 	2.437
500	83.48	835 	2.441
501	83.33	833 	2.446
502	83.17	832 	2.451
503	83.01	830 	2.456
504	82.85	829 	2.461
505	82.69	827 	2.466
506	82.53	825 	2.471
507	82.38	824 	2.476
508	82.22	822 	2.480
509	82.06	821 	2.485
510	81.90	819 	2.490
511	81.74	817 	2.495
512	81.59	816 	2.500
513	81.43	814 	2.505
514	81.27	813 	2.510
515	81.11	811 	2.515
516	80.95	810 	2.520
517	80.80	808 	2.524
518	80.64	806 	2.529
519	80.48	805 	2.534
520	80.33	803 	2.539
521	80.17	802 	2.544
522	80.01	800 	2.549
523	79.85	799 	2.554
524	79.70	797 	2.559
525	79.54	795 	2.563
526	79.38	794 	2.568
527	79.23	792 	2.573
528	79.07	791 	2.578
529	78.91	789 	2.583
530	78.76	788 	2.588
531	78.60	786 	2.593
532	78.44	784 	2.598
533	78.29	783 	2.603
534	78.13	781 	2.607
535	77.97	780 	2.612
536	77.82	778 	2.617
537	77.66	777 	2.622
538	77.51	775 	2.627
539	77.35	773 	2.632
540	77.19	772 	2.637
541	77.04	770 	2.642
542	76.88	769 	2.646
543	76.72	767 	2.651
544	76.57	766 	2.656
545	76.41	764 	2.661
546	76.26	763 	2.666
547	76.10	761 	2.671
548	75.95	759 	2.676
549	75.79	758 	2.681
550	75.63	756 	2.686
551	75.48	755 	2.690
552	75.32	753 	2.695
553	75.17	752 	2.700
554	75.01	750 	2.705
555	74.86	749 	2.710
556	74.70	747 	2.715
557	74.54	745 	2.720
558	74.39	744 	2.725
559	74.23	742 	2.729
560	74.08	741 	2.734
561	73.92	739 	2.739
562	73.77	738 	2.744
563	73.61	736 	2.749
564	73.46	735 	2.754
565	73.30	733 	2.759
566	73.14	731 	2.764
567	72.99	730 	2.769
568	72.83	728 	2.773
569	72.68	727 	2.778
570	72.52	725 	2.783
571	72.37	724 	2.788
572	72.21	722 	2.793
573	72.06	721 	2.798
574	71.90	719 	2.803
575	71.75	717 	2.808
576	71.59	716 	2.813
577	71.43	714 	2.817
578	71.28	713 	2.822
579	71.12	711 	2.827
580	70.97	710 	2.832
581	70.81	708 	2.837
582	70.66	707 	2.842
583	70.50	705 	2.847
584	70.35	703 	2.852
585	70.19	702 	2.856
586	70.04	700 	2.861
587	69.88	699 	2.866
588	69.72	697 	2.871
589	69.57	696 	2.876
590	69.41	694 	2.881
591	69.26	693 	2.886
592	69.10	691 	2.891
593	68.95	689 	2.896
594	68.79	688 	2.900
595	68.64	686 	2.905
596	68.48	685 	2.910
597	68.32	683 	2.915
598	68.17	682 	2.920
599	68.01	680 	2.925
600	67.86	679 	2.930
601	67.70	677 	2.935
602	67.55	675 	2.939
603	67.39	674 	2.944
604	67.23	672 	2.949
605	67.08	671 	2.954
606	66.92	669 	2.959
607	66.77	668 	2.964
608	66.61	666 	2.969
609	66.45	665 	2.974
610	66.30	663 	2.979
611	66.14	661 	2.983
612	65.98	660 	2.988
613	65.83	658 	2.993
614	65.67	657 	2.998
615	65.52	655 	3.003
616	65.36	654 	3.008
617	65.20	652 	3.013
618	65.05	650 	3.018
619	64.89	649 	3.022
620	64.73	647 	3.027
621	64.58	646 	3.032
622	64.42	644 	3.037
623	64.26	643 	3.042
624	64.11	641 	3.047
625	63.95	639 	3.052
626	63.79	638 	3.057
627	63.63	636 	3.062
628	63.48	635 	3.066
629	63.32	633 	3.071
630	63.16	632 	3.076
631	63.00	630 	3.081
632	62.85	628 	3.086
633	62.69	627 	3.091
634	62.53	625 	3.096
635	62.37	624 	3.101
636	62.22	622 	3.105
637	62.06	621 	3.110
638	61.90	619 	3.115
639	61.74	617 	3.120
640	61.58	616 	3.125
641	61.43	614 	3.130
642	61.27	613 	3.135
643	61.11	611 	3.140
644	60.95	610 	3.145
645	60.79	608 	3.149
646	60.63	606 	3.154
647	60.48	605 	3.159
648	60.32	603 	3.164
649	60.16	602 	3.169
650	60.00	600 	3.174
651	59.84	598 	3.179
652	59.68	597 	3.184
653	59.52	595 	3.188
654	59.36	594 	3.193
655	59.20	592 	3.198
656	59.04	590 	3.203
657	58.88	589 	3.208
658	58.72	587 	3.213
659	58.56	586 	3.218
660	58.40	584 	3.223
661	58.24	582 	3.228
662	58.08	581 	3.232
663	57.92	579 	3.237
664	57.76	578 	3.242
665	57.60	576 	3.247
666	57.44	574 	3.252
667	57.28	573 	3.257
668	57.12	571 	3.262
669	56.96	570 	3.267
670	56.79	568 	3.271
671	56.63	566 	3.276
672	56.47	565 	3.281
673	56.31	563 	3.286
674	56.15	561 	3.291
675	55.99	560 	3.296
676	55.82	558 	3.301
677	55.66	557 	3.306
678	55.50	555 	3.311
679	55.34	553 	3.315
680	55.17	552 	3.320
681	55.01	550 	3.325
682	54.85	548 	3.330
683	54.68	547 	3.335
684	54.52	545 	3.340
685	54.36	544 	3.345
686	54.19	542 	3.350
687	54.03	540 	3.354
688	53.87	539 	3.359
689	53.70	537 	3.364
690	53.54	535 	3.369
691	53.37	534 	3.374
692	53.21	532 	3.379
693	53.04	530 	3.384
694	52.88	529 	3.389
695	52.71	527 	3.394
696	52.55	525 	3.398
697	52.38	524 	3.403
698	52.22	522 	3.408
699	52.05	521 	3.413
700	51.88	519 	3.418
701	51.72	517 	3.423
702	51.55	516 	3.428
703	51.38	514 	3.433
704	51.22	512 	3.438
705	51.05	511 	3.442
706	50.88	509 	3.447
707	50.72	507 	3.452
708	50.55	505 	3.457
709	50.38	504 	3.462
710	50.21	502 	3.467
711	50.04	500 	3.472
712	49.87	499 	3.477
713	49.71	497 	3.481
714	49.54	495 	3.486
715	49.37	494 	3.491
716	49.20	492 	3.496
717	49.03	490 	3.501
718	48.86	489 	3.506
719	48.69	487 	3.511
720	48.52	485 	3.516
721	48.35	483 	3.521
722	48.18	482 	3.525
723	48.01	480 	3.530
724	47.84	478 	3.535
725	47.66	477 	3.540
726	47.49	475 	3.545
727	47.32	473 	3.550
728	47.15	471 	3.555
729	46.98	470 	3.560
730	46.80	468 	3.564
731	46.63	466 	3.569
732	46.46	465 	3.574
733	46.28	463 	3.579
734	46.11	461 	3.584
735	45.94	459 	3.589
736	45.76	458 	3.594
737	45.59	456 	3.599
738	45.41	454 	3.604
739	45.24	452 	3.608
740	45.06	451 	3.613
741	44.88	449 	3.618
742	44.71	447 	3.623
743	44.53	445 	3.628
744	44.36	444 	3.633
745	44.18	442 	3.638
746	44.00	440 	3.643
747	43.82	438 	3.647
748	43.65	436 	3.652
749	43.47	435 	3.657
750	43.29	433 	3.662
751	43.11	431 	3.667
752	42.93	429 	3.672
753	42.75	428 	3.677
754	42.57	426 	3.682
755	42.39	424 	3.687
756	42.21	422 	3.691
757	42.03	420 	3.696
758	41.85	419 	3.701
759	41.67	417 	3.706
760	41.49	415 	3.711
761	41.31	413 	3.716
762	41.12	411 	3.721
763	40.94	409 	3.726
764	40.76	408 	3.730
765	40.58	406 	3.735
766	40.39	404 	3.740
767	40.21	402 	3.745
768	40.02	400 	3.750
769	39.84	398 	3.755
770	39.65	397 	3.760
771	39.47	395 	3.765
772	39.28	393 	3.770
773	39.09	391 	3.774
774	38.91	389 	3.779
775	38.72	387 	3.784
776	38.53	385 	3.789
777	38.35	383 	3.794
778	38.16	382 	3.799
779	37.97	380 	3.804
780	37.78	378 	3.809
781	37.59	376 	3.813
782	37.40	374 	3.818
783	37.21	372 	3.823
784	37.02	370 	3.828
785	36.83	368 	3.833
786	36.63	366 	3.838
787	36.44	364 	3.843
788	36.25	362 	3.848
789	36.06	361 	3.853
790	35.86	359 	3.857
791	35.67	357 	3.862
792	35.47	355 	3.867
793	35.28	353 	3.872
794	35.08	351 	3.877
795	34.89	349 	3.882
796	34.69	347 	3.887
797	34.49	345 	3.892
798	34.30	343 	3.896
799	34.10	341 	3.901
800	33.90	339 	3.906
801	33.70	337 	3.911
802	33.50	335 	3.916
803	33.30	333 	3.921
804	33.10	331 	3.926
805	32.90	329 	3.931
806	32.70	327 	3.936
807	32.50	325 	3.940
808	32.29	323 	3.945
809	32.09	321 	3.950
810	31.89	319 	3.955
811	31.68	317 	3.960
812	31.48	315 	3.965
813	31.27	313 	3.970
814	31.07	311 	3.975
815	30.86	309 	3.979
816	30.65	307 	3.984
817	30.44	304 	3.989
818	30.23	302 	3.994
819	30.03	300 	3.999
820	29.82	298 	4.004
821	29.61	296 	4.009
822	29.39	294 	4.014
823	29.18	292 	4.019
824	28.97	290 	4.023
825	28.76	288 	4.028
826	28.54	285 	4.033
827	28.33	283 	4.038
828	28.11	281 	4.043
829	27.90	279 	4.048
830	27.68	277 	4.053
831	27.46	275 	4.058
832	27.25	272 	4.063
833	27.03	270 	4.067
834	26.81	268 	4.072
835	26.59	266 	4.077
836	26.37	264 	4.082
837	26.15	261 	4.087
838	25.92	259 	4.092
839	25.70	257 	4.097
840	25.48	255 	4.102
841	25.25	253 	4.106
842	25.03	250 	4.111
843	24.80	248 	4.116
844	24.57	246 	4.121
845	24.34	243 	4.126
846	24.12	241 	4.131
847	23.89	239 	4.136
848	23.66	237 	4.141
849	23.42	234 	4.146
850	23.19	232 	4.150
851	22.96	230 	4.155
852	22.72	227 	4.160
853	22.49	225 	4.165
854	22.25	223 	4.170
855	22.02	220 	4.175
856	21.78	218 	4.180
857	21.54	215 	4.185
858	21.30	213 	4.189
859	21.06	211 	4.194
860	20.82	208 	4.199
861	20.58	206 	4.204
862	20.33	203 	4.209
863	20.09	201 	4.214
864	19.84	198 	4.219
865	19.59	196 	4.224
866	19.35	193 	4.229
867	19.10	191 	4.233
868	18.85	188 	4.238
869	18.60	186 	4.243
870	18.34	183 	4.248
871	18.09	181 	4.253
872	17.84	178 	4.258
873	17.58	176 	4.263
874	17.32	173 	4.268
875	17.06	171 	4.272
876	16.80	168 	4.277
877	16.54	165 	4.282
878	16.28	163 	4.287
879	16.02	160 	4.292
880	15.75	158 	4.297
881	15.49	155 	4.302
882	15.22	152 	4.307
883	14.95	150 	4.312
884	14.68	147 	4.316
885	14.41	144 	4.321
886	14.14	141 	4.326
887	13.86	139 	4.331
888	13.59	136 	4.336
889	13.31	133 	4.341
890	13.03	130 	4.346
891	12.75	128 	4.351
892	12.47	125 	4.355
893	12.19	122 	4.360
894	11.90	119 	4.365
895	11.61	116 	4.370
896	11.33	113 	4.375
897	11.04	110 	4.380
898	10.75	107 	4.385
899	10.45	105 	4.390
900	10.16	102 	4.395
901	9.86	99 	4.399
902	9.56	96 	4.404
903	9.26	93 	4.409
904	8.96	90 	4.414
905	8.65	87 	4.419
906	8.35	83 	4.424
907	8.04	80 	4.429
908	7.73	77 	4.434
909	7.42	74 	4.438
910	7.10	71 	4.443
911	6.79	68 	4.448
912	6.47	65 	4.453
913	6.15	61 	4.458
914	5.82	58 	4.463
915	5.50	55 	4.468
916	5.17	52 	4.473
917	4.84	48 	4.478
918	4.51	45 	4.482
919	4.18	42 	4.487
920	3.84	38 	4.492
921	3.50	35 	4.497
922	3.16	32 	4.502
923	2.81	28 	4.507
924	2.46	25 	4.512
925	2.11	21 	4.517
926	1.76	18 	4.521
927	1.40	14 	4.526
928	1.05	10 	4.531
929	0.68	7 	4.536
930	0.32	3 	4.541
931	-0.05	0 	4.546
932	-0.42	-4 	4.551
933	-0.79	-8 	4.556
934	-1.17	-12 	4.561
935	-1.55	-16 	4.565
936	-1.94	-19 	4.570
937	-2.32	-23 	4.575
938	-2.72	-27 	4.580
939	-3.11	-31 	4.585
940	-3.51	-35 	4.590
941	-3.91	-39 	4.595
942	-4.32	-43 	4.600
943	-4.73	-47 	4.604
944	-5.15	-51 	4.609
945	-5.56	-56 	4.614
946	-5.99	-60 	4.619
947	-6.42	-64 	4.624
948	-6.85	-68 	4.629
949	-7.29	-73 	4.634
950	-7.73	-77 	4.639
951	-8.17	-82 	4.644
952	-8.63	-86 	4.648
953	-9.08	-91 	4.653
954	-9.55	-95 	4.658
955	-10.01	-100 	4.663
956	-10.49	-105 	4.668
957	-10.97	-110 	4.673
958	-11.45	-115 	4.678
959	-11.95	-119 	4.683
960	-12.44	-124 	4.688
961	-12.95	-129 	4.692
962	-13.46	-135 	4.697
