//------------------------------------------------------------------------------
//--  Generated by TunerStudio 
//--  Date: 9-1-2012
//--  Time: 16:52
//--  This file merely records what was sent to your Controller,        
//--  and may be deleted at any time.                                                    
//--  Selected type: Air Temperature Sensor 
//------------------------------------------------------------------------------

//-- generated using refTable Generator:thermGenerator
//-- Table Identifier:001//--    Generated by ThermTableGenerator using user input values. 
//--    Bias Resistor value: 2490.0 Ohms
//--    Temperature1: 48(F), 	Resistance 1: 7000 Ohms 
//--    Temperature2: 87(F), 	Resistance 2: 1930 Ohms 
//--    Temperature3: 146(F), 	Resistance 3: 560 Ohms 
//-- 

//----------------------------------------------------------//
ADC 	Value 	MSVal 	volts
315	110.41	1104 	1.538
316	110.20	1102 	1.543
317	109.99	1100 	1.548
318	109.78	1098 	1.553
319	109.57	1096 	1.558
320	109.36	1094 	1.563
321	109.15	1092 	1.567
322	108.94	1089 	1.572
323	108.73	1087 	1.577
324	108.53	1085 	1.582
325	108.32	1083 	1.587
326	108.12	1081 	1.592
327	107.91	1079 	1.597
328	107.71	1077 	1.602
329	107.50	1075 	1.606
330	107.30	1073 	1.611
331	107.10	1071 	1.616
332	106.90	1069 	1.621
333	106.70	1067 	1.626
334	106.50	1065 	1.631
335	106.30	1063 	1.636
336	106.10	1061 	1.641
337	105.90	1059 	1.646
338	105.70	1057 	1.650
339	105.50	1055 	1.655
340	105.31	1053 	1.660
341	105.11	1051 	1.665
342	104.91	1049 	1.670
343	104.72	1047 	1.675
344	104.52	1045 	1.680
345	104.33	1043 	1.685
346	104.14	1041 	1.689
347	103.94	1039 	1.694
348	103.75	1038 	1.699
349	103.56	1036 	1.704
350	103.37	1034 	1.709
351	103.18	1032 	1.714
352	102.99	1030 	1.719
353	102.80	1028 	1.724
354	102.61	1026 	1.729
355	102.42	1024 	1.733
356	102.23	1022 	1.738
357	102.05	1020 	1.743
358	101.86	1019 	1.748
359	101.67	1017 	1.753
360	101.49	1015 	1.758
361	101.30	1013 	1.763
362	101.12	1011 	1.768
363	100.93	1009 	1.772
364	100.75	1008 	1.777
365	100.57	1006 	1.782
366	100.38	1004 	1.787
367	100.20	1002 	1.792
368	100.02	1000 	1.797
369	99.84	998 	1.802
370	99.66	997 	1.807
371	99.48	995 	1.812
372	99.30	993 	1.816
373	99.12	991 	1.821
374	98.94	989 	1.826
375	98.76	988 	1.831
376	98.58	986 	1.836
377	98.41	984 	1.841
378	98.23	982 	1.846
379	98.05	981 	1.851
380	97.88	979 	1.855
381	97.70	977 	1.860
382	97.52	975 	1.865
383	97.35	973 	1.870
384	97.18	972 	1.875
385	97.00	970 	1.880
386	96.83	968 	1.885
387	96.65	967 	1.890
388	96.48	965 	1.895
389	96.31	963 	1.899
390	96.14	961 	1.904
391	95.97	960 	1.909
392	95.79	958 	1.914
393	95.62	956 	1.919
394	95.45	955 	1.924
395	95.28	953 	1.929
396	95.11	951 	1.934
397	94.95	949 	1.938
398	94.78	948 	1.943
399	94.61	946 	1.948
400	94.44	944 	1.953
401	94.27	943 	1.958
402	94.11	941 	1.963
403	93.94	939 	1.968
404	93.77	938 	1.973
405	93.61	936 	1.978
406	93.44	934 	1.982
407	93.28	933 	1.987
408	93.11	931 	1.992
409	92.95	929 	1.997
410	92.78	928 	2.002
411	92.62	926 	2.007
412	92.46	925 	2.012
413	92.29	923 	2.017
414	92.13	921 	2.021
415	91.97	920 	2.026
416	91.81	918 	2.031
417	91.65	916 	2.036
418	91.48	915 	2.041
419	91.32	913 	2.046
420	91.16	912 	2.051
421	91.00	910 	2.056
422	90.84	908 	2.061
423	90.68	907 	2.065
424	90.52	905 	2.070
425	90.37	904 	2.075
426	90.21	902 	2.080
427	90.05	900 	2.085
428	89.89	899 	2.090
429	89.73	897 	2.095
430	89.58	896 	2.100
431	89.42	894 	2.104
432	89.26	893 	2.109
433	89.11	891 	2.114
434	88.95	890 	2.119
435	88.80	888 	2.124
436	88.64	886 	2.129
437	88.49	885 	2.134
438	88.33	883 	2.139
439	88.18	882 	2.144
440	88.02	880 	2.148
441	87.87	879 	2.153
442	87.72	877 	2.158
443	87.56	876 	2.163
444	87.41	874 	2.168
445	87.26	873 	2.173
446	87.11	871 	2.178
447	86.95	870 	2.183
448	86.80	868 	2.188
449	86.65	867 	2.192
450	86.50	865 	2.197
451	86.35	863 	2.202
452	86.20	862 	2.207
453	86.05	860 	2.212
454	85.90	859 	2.217
455	85.75	857 	2.222
456	85.60	856 	2.227
457	85.45	855 	2.231
458	85.30	853 	2.236
459	85.15	852 	2.241
460	85.00	850 	2.246
461	84.86	849 	2.251
462	84.71	847 	2.256
463	84.56	846 	2.261
464	84.41	844 	2.266
465	84.27	843 	2.271
466	84.12	841 	2.275
467	83.97	840 	2.280
468	83.83	838 	2.285
469	83.68	837 	2.290
470	83.54	835 	2.295
471	83.39	834 	2.300
472	83.25	832 	2.305
473	83.10	831 	2.310
474	82.96	830 	2.314
475	82.81	828 	2.319
476	82.67	827 	2.324
477	82.52	825 	2.329
478	82.38	824 	2.334
479	82.24	822 	2.339
480	82.09	821 	2.344
481	81.95	820 	2.349
482	81.81	818 	2.354
483	81.67	817 	2.358
484	81.52	815 	2.363
485	81.38	814 	2.368
486	81.24	812 	2.373
487	81.10	811 	2.378
488	80.96	810 	2.383
489	80.82	808 	2.388
490	80.67	807 	2.393
491	80.53	805 	2.397
492	80.39	804 	2.402
493	80.25	803 	2.407
494	80.11	801 	2.412
495	79.97	800 	2.417
496	79.83	798 	2.422
497	79.69	797 	2.427
498	79.56	796 	2.432
499	79.42	794 	2.437
500	79.28	793 	2.441
501	79.14	791 	2.446
502	79.00	790 	2.451
503	78.86	789 	2.456
504	78.72	787 	2.461
505	78.59	786 	2.466
506	78.45	784 	2.471
507	78.31	783 	2.476
508	78.18	782 	2.480
509	78.04	780 	2.485
510	77.90	779 	2.490
511	77.76	778 	2.495
512	77.63	776 	2.500
513	77.49	775 	2.505
514	77.36	774 	2.510
515	77.22	772 	2.515
516	77.09	771 	2.520
517	76.95	770 	2.524
518	76.81	768 	2.529
519	76.68	767 	2.534
520	76.55	765 	2.539
521	76.41	764 	2.544
522	76.28	763 	2.549
523	76.14	761 	2.554
524	76.01	760 	2.559
525	75.87	759 	2.563
526	75.74	757 	2.568
527	75.61	756 	2.573
528	75.47	755 	2.578
529	75.34	753 	2.583
530	75.21	752 	2.588
531	75.07	751 	2.593
532	74.94	749 	2.598
533	74.81	748 	2.603
534	74.68	747 	2.607
535	74.55	745 	2.612
536	74.41	744 	2.617
537	74.28	743 	2.622
538	74.15	741 	2.627
539	74.02	740 	2.632
540	73.89	739 	2.637
541	73.76	738 	2.642
542	73.62	736 	2.646
543	73.49	735 	2.651
544	73.36	734 	2.656
545	73.23	732 	2.661
546	73.10	731 	2.666
547	72.97	730 	2.671
548	72.84	728 	2.676
549	72.71	727 	2.681
550	72.58	726 	2.686
551	72.45	725 	2.690
552	72.32	723 	2.695
553	72.19	722 	2.700
554	72.07	721 	2.705
555	71.94	719 	2.710
556	71.81	718 	2.715
557	71.68	717 	2.720
558	71.55	716 	2.725
559	71.42	714 	2.729
560	71.29	713 	2.734
561	71.17	712 	2.739
562	71.04	710 	2.744
563	70.91	709 	2.749
564	70.78	708 	2.754
565	70.65	707 	2.759
566	70.53	705 	2.764
567	70.40	704 	2.769
568	70.27	703 	2.773
569	70.15	701 	2.778
570	70.02	700 	2.783
571	69.89	699 	2.788
572	69.77	698 	2.793
573	69.64	696 	2.798
574	69.51	695 	2.803
575	69.39	694 	2.808
576	69.26	693 	2.813
577	69.13	691 	2.817
578	69.01	690 	2.822
579	68.88	689 	2.827
580	68.76	688 	2.832
581	68.63	686 	2.837
582	68.51	685 	2.842
583	68.38	684 	2.847
584	68.26	683 	2.852
585	68.13	681 	2.856
586	68.01	680 	2.861
587	67.88	679 	2.866
588	67.76	678 	2.871
589	67.63	676 	2.876
590	67.51	675 	2.881
591	67.38	674 	2.886
592	67.26	673 	2.891
593	67.14	671 	2.896
594	67.01	670 	2.900
595	66.89	669 	2.905
596	66.76	668 	2.910
597	66.64	666 	2.915
598	66.52	665 	2.920
599	66.39	664 	2.925
600	66.27	663 	2.930
601	66.15	661 	2.935
602	66.02	660 	2.939
603	65.90	659 	2.944
604	65.78	658 	2.949
605	65.66	657 	2.954
606	65.53	655 	2.959
607	65.41	654 	2.964
608	65.29	653 	2.969
609	65.17	652 	2.974
610	65.04	650 	2.979
611	64.92	649 	2.983
612	64.80	648 	2.988
613	64.68	647 	2.993
614	64.56	646 	2.998
615	64.43	644 	3.003
616	64.31	643 	3.008
617	64.19	642 	3.013
618	64.07	641 	3.018
619	63.95	639 	3.022
620	63.83	638 	3.027
621	63.71	637 	3.032
622	63.58	636 	3.037
623	63.46	635 	3.042
624	63.34	633 	3.047
625	63.22	632 	3.052
626	63.10	631 	3.057
627	62.98	630 	3.062
628	62.86	629 	3.066
629	62.74	627 	3.071
630	62.62	626 	3.076
631	62.50	625 	3.081
632	62.38	624 	3.086
633	62.26	623 	3.091
634	62.14	621 	3.096
635	62.02	620 	3.101
636	61.90	619 	3.105
637	61.78	618 	3.110
638	61.66	617 	3.115
639	61.54	615 	3.120
640	61.42	614 	3.125
641	61.30	613 	3.130
642	61.18	612 	3.135
643	61.06	611 	3.140
644	60.94	609 	3.145
645	60.82	608 	3.149
646	60.70	607 	3.154
647	60.58	606 	3.159
648	60.46	605 	3.164
649	60.34	603 	3.169
650	60.23	602 	3.174
651	60.11	601 	3.179
652	59.99	600 	3.184
653	59.87	599 	3.188
654	59.75	597 	3.193
655	59.63	596 	3.198
656	59.51	595 	3.203
657	59.39	594 	3.208
658	59.28	593 	3.213
659	59.16	592 	3.218
660	59.04	590 	3.223
661	58.92	589 	3.228
662	58.80	588 	3.232
663	58.68	587 	3.237
664	58.57	586 	3.242
665	58.45	584 	3.247
666	58.33	583 	3.252
667	58.21	582 	3.257
668	58.09	581 	3.262
669	57.98	580 	3.267
670	57.86	579 	3.271
671	57.74	577 	3.276
672	57.62	576 	3.281
673	57.51	575 	3.286
674	57.39	574 	3.291
675	57.27	573 	3.296
676	57.15	572 	3.301
677	57.03	570 	3.306
678	56.92	569 	3.311
679	56.80	568 	3.315
680	56.68	567 	3.320
681	56.57	566 	3.325
682	56.45	564 	3.330
683	56.33	563 	3.335
684	56.21	562 	3.340
685	56.10	561 	3.345
686	55.98	560 	3.350
687	55.86	559 	3.354
688	55.75	557 	3.359
689	55.63	556 	3.364
690	55.51	555 	3.369
691	55.39	554 	3.374
692	55.28	553 	3.379
693	55.16	552 	3.384
694	55.04	550 	3.389
695	54.93	549 	3.394
696	54.81	548 	3.398
697	54.69	547 	3.403
698	54.58	546 	3.408
699	54.46	545 	3.413
700	54.34	543 	3.418
701	54.23	542 	3.423
702	54.11	541 	3.428
703	53.99	540 	3.433
704	53.88	539 	3.438
705	53.76	538 	3.442
706	53.64	536 	3.447
707	53.53	535 	3.452
708	53.41	534 	3.457
709	53.30	533 	3.462
710	53.18	532 	3.467
711	53.06	531 	3.472
712	52.95	529 	3.477
713	52.83	528 	3.481
714	52.71	527 	3.486
715	52.60	526 	3.491
716	52.48	525 	3.496
717	52.36	524 	3.501
718	52.25	522 	3.506
719	52.13	521 	3.511
720	52.02	520 	3.516
721	51.90	519 	3.521
722	51.78	518 	3.525
723	51.67	517 	3.530
724	51.55	516 	3.535
725	51.44	514 	3.540
726	51.32	513 	3.545
727	51.20	512 	3.550
728	51.09	511 	3.555
729	50.97	510 	3.560
730	50.85	509 	3.564
731	50.74	507 	3.569
732	50.62	506 	3.574
733	50.51	505 	3.579
734	50.39	504 	3.584
735	50.27	503 	3.589
736	50.16	502 	3.594
737	50.04	500 	3.599
738	49.93	499 	3.604
739	49.81	498 	3.608
740	49.69	497 	3.613
741	49.58	496 	3.618
742	49.46	495 	3.623
743	49.35	493 	3.628
744	49.23	492 	3.633
745	49.11	491 	3.638
746	49.00	490 	3.643
747	48.88	489 	3.647
748	48.76	488 	3.652
749	48.65	486 	3.657
750	48.53	485 	3.662
751	48.42	484 	3.667
752	48.30	483 	3.672
753	48.18	482 	3.677
754	48.07	481 	3.682
755	47.95	480 	3.687
756	47.84	478 	3.691
757	47.72	477 	3.696
758	47.60	476 	3.701
759	47.49	475 	3.706
760	47.37	474 	3.711
761	47.25	473 	3.716
762	47.14	471 	3.721
763	47.02	470 	3.726
764	46.91	469 	3.730
765	46.79	468 	3.735
766	46.67	467 	3.740
767	46.56	466 	3.745
768	46.44	464 	3.750
769	46.32	463 	3.755
770	46.21	462 	3.760
771	46.09	461 	3.765
772	45.97	460 	3.770
773	45.86	459 	3.774
774	45.74	457 	3.779
775	45.62	456 	3.784
776	45.51	455 	3.789
777	45.39	454 	3.794
778	45.27	453 	3.799
779	45.16	452 	3.804
780	45.04	450 	3.809
781	44.92	449 	3.813
782	44.81	448 	3.818
783	44.69	447 	3.823
784	44.57	446 	3.828
785	44.46	445 	3.833
786	44.34	443 	3.838
787	44.22	442 	3.843
788	44.10	441 	3.848
789	43.99	440 	3.853
790	43.87	439 	3.857
791	43.75	438 	3.862
792	43.64	436 	3.867
793	43.52	435 	3.872
794	43.40	434 	3.877
795	43.28	433 	3.882
796	43.17	432 	3.887
797	43.05	430 	3.892
798	42.93	429 	3.896
799	42.81	428 	3.901
800	42.70	427 	3.906
801	42.58	426 	3.911
802	42.46	425 	3.916
803	42.34	423 	3.921
804	42.23	422 	3.926
805	42.11	421 	3.931
806	41.99	420 	3.936
807	41.87	419 	3.940
808	41.75	418 	3.945
809	41.64	416 	3.950
810	41.52	415 	3.955
811	41.40	414 	3.960
812	41.28	413 	3.965
813	41.16	412 	3.970
814	41.04	410 	3.975
815	40.93	409 	3.979
816	40.81	408 	3.984
817	40.69	407 	3.989
818	40.57	406 	3.994
819	40.45	405 	3.999
820	40.33	403 	4.004
821	40.21	402 	4.009
822	40.09	401 	4.014
823	39.98	400 	4.019
824	39.86	399 	4.023
825	39.74	397 	4.028
826	39.62	396 	4.033
827	39.50	395 	4.038
828	39.38	394 	4.043
829	39.26	393 	4.048
830	39.14	391 	4.053
831	39.02	390 	4.058
832	38.90	389 	4.063
833	38.78	388 	4.067
834	38.66	387 	4.072
835	38.54	385 	4.077
836	38.42	384 	4.082
837	38.30	383 	4.087
838	38.18	382 	4.092
839	38.06	381 	4.097
840	37.94	379 	4.102
841	37.82	378 	4.106
842	37.70	377 	4.111
843	37.58	376 	4.116
844	37.46	375 	4.121
845	37.34	373 	4.126
846	37.22	372 	4.131
847	37.10	371 	4.136
848	36.98	370 	4.141
849	36.86	369 	4.146
850	36.74	367 	4.150
851	36.61	366 	4.155
852	36.49	365 	4.160
853	36.37	364 	4.165
854	36.25	363 	4.170
855	36.13	361 	4.175
856	36.01	360 	4.180
857	35.89	359 	4.185
858	35.76	358 	4.189
859	35.64	356 	4.194
860	35.52	355 	4.199
861	35.40	354 	4.204
862	35.28	353 	4.209
863	35.15	352 	4.214
864	35.03	350 	4.219
865	34.91	349 	4.224
866	34.79	348 	4.229
867	34.66	347 	4.233
868	34.54	345 	4.238
869	34.42	344 	4.243
870	34.29	343 	4.248
871	34.17	342 	4.253
872	34.05	340 	4.258
873	33.92	339 	4.263
874	33.80	338 	4.268
875	33.68	337 	4.272
876	33.55	336 	4.277
877	33.43	334 	4.282
878	33.31	333 	4.287
879	33.18	332 	4.292
880	33.06	331 	4.297
881	32.94	329 	4.302
882	32.81	328 	4.307
883	32.69	327 	4.312
884	32.56	326 	4.316
885	32.44	324 	4.321
886	32.31	323 	4.326
887	32.19	322 	4.331
888	32.06	321 	4.336
889	31.94	319 	4.341
890	31.81	318 	4.346
891	31.69	317 	4.351
892	31.56	316 	4.355
893	31.44	314 	4.360
894	31.31	313 	4.365
895	31.19	312 	4.370
896	31.06	311 	4.375
897	30.94	309 	4.380
898	30.81	308 	4.385
899	30.69	307 	4.390
900	30.56	306 	4.395
901	30.43	304 	4.399
902	30.31	303 	4.404
903	30.18	302 	4.409
904	30.06	301 	4.414
905	29.93	299 	4.419
906	29.80	298 	4.424
907	29.68	297 	4.429
908	29.55	295 	4.434
909	29.42	294 	4.438
910	29.30	293 	4.443
911	29.17	292 	4.448
912	29.04	290 	4.453
913	28.92	289 	4.458
914	28.79	288 	4.463
915	28.66	287 	4.468
916	28.54	285 	4.473
917	28.41	284 	4.478
918	28.28	283 	4.482
919	28.15	282 	4.487
920	28.03	280 	4.492
921	27.90	279 	4.497
922	27.77	278 	4.502
923	27.65	276 	4.507
924	27.52	275 	4.512
925	27.39	274 	4.517
926	27.27	273 	4.521
927	27.14	271 	4.526
928	27.01	270 	4.531
929	26.88	269 	4.536
930	26.76	268 	4.541
931	26.63	266 	4.546
932	26.50	265 	4.551
933	26.38	264 	4.556
934	26.25	263 	4.561
935	26.12	261 	4.565
936	26.00	260 	4.570
937	25.87	259 	4.575
938	25.75	257 	4.580
939	25.62	256 	4.585
940	25.49	255 	4.590
941	25.37	254 	4.595
942	25.24	252 	4.600
943	25.12	251 	4.604
944	24.99	250 	4.609
945	24.87	249 	4.614
946	24.74	247 	4.619
947	24.62	246 	4.624
948	24.50	245 	4.629
949	24.37	244 	4.634
950	24.25	243 	4.639
951	24.13	241 	4.644
952	24.01	240 	4.648
953	23.89	239 	4.653
954	23.76	238 	4.658
955	23.64	236 	4.663
956	23.52	235 	4.668
957	23.41	234 	4.673
958	23.29	233 	4.678
959	23.17	232 	4.683
960	23.05	231 	4.688
961	22.94	229 	4.692
962	22.82	228 	4.697
963	22.71	227 	4.702
964	22.60	226 	4.707
965	22.49	225 	4.712
966	22.38	224 	4.717
967	22.27	223 	4.722
968	22.16	222 	4.727
969	22.05	221 	4.731
970	21.95	220 	4.736
